fecha,ipc_anual,ir_real_anual,estado_ir,desocupacion,Trimestre,fecha_central_ene,fecha_final_ene,imacec_original,imacec_sa,imacec_promedio_3m,imacec_promedio_anual,imacec_sa_anual,imacec_acumulado_anual,imacec_sa_mensual,imacec_inicio_promedio,imacec_fin_promedio
2009-06-01,,,,,,,,71.3,71.8,70.93333333333332,-3.1847133757961887,-3.234501347708907,-2.5090415913200603,0.0,2009-05-01,2009-07-01
2009-07-01,,,,,,,,68.7,72.2,70.5,-1.947148817802491,-2.9569892473118364,-2.647975077881626,0.5571030640668662,2009-06-01,2009-08-01
2009-08-01,,,,,,,,71.5,72.7,70.2,-0.7540056550424112,0.8321775312066793,-2.2073921971252575,0.6925207756232732,2009-07-01,2009-09-01
2009-09-01,,,,,,,,70.4,73.3,72.33333333333333,0.3236245954692407,0.136612021857907,-1.9401161014359958,0.8253094910591452,2009-08-01,2009-10-01
2009-10-01,,,,,,,,75.1,73.4,73.93333333333334,1.0018214936247771,0.13642564802183177,-1.7673653925195154,0.13642564802183177,2009-09-01,2009-11-01
2009-11-01,,,,,,,,76.3,73.5,76.93333333333334,1.2724879333041006,2.367688022284131,-1.3308457711442845,0.13623978201633413,2009-10-01,2009-12-01
2009-12-01,,,,,,,,79.4,74.0,76.06666666666666,2.0572450805008913,1.6483516483516425,-1.1104815864022566,0.6802721088435382,2009-11-01,2010-01-01
2010-01-01,,,R,,,,,72.5,74.3,73.89999999999999,2.2130013831258566,2.6243093922651894,2.1126760563380254,0.40540540540541237,2009-12-01,2010-02-01
2010-02-01,,,R,9.227598063619205,Ene - Mar,2010-02-01,2010-03-01,69.8,75.1,72.66666666666667,1.9167835437120306,4.016620498614953,2.817919075144504,1.076716016150736,2010-01-01,2010-03-01
2010-03-01,,,R,8.836054099283027,Feb - Abr,2010-03-01,2010-04-01,75.7,72.2,74.43333333333334,3.2839962997224914,-0.13831258644535493,1.9167835437120084,-3.8615179760319474,2010-02-01,2010-04-01
2010-04-01,,,R,9.0877307261896,Mar - May,2010-04-01,2010-05-01,77.8,76.4,76.93333333333334,4.151624548736477,6.111111111111112,2.9944289693593307,5.817174515235468,2010-03-01,2010-05-01
2010-05-01,,,R,8.65606400092629,Abr - Jun,2010-05-01,2010-06-01,77.3,76.0,77.10000000000001,6.393744250230027,5.84958217270195,3.6388888888889026,-0.5235602094240899,2010-04-01,2010-06-01
2010-06-01,,,R,8.511178714112768,May - Jul,2010-06-01,2010-07-01,76.2,76.7,75.86666666666666,6.954887218045114,6.8245125348189495,4.173429167632747,0.9210526315789558,2010-05-01,2010-07-01
2010-07-01,,,R,8.436275041202741,Jun - Ago,2010-07-01,2010-08-01,74.1,77.9,75.86666666666667,7.612293144208038,7.8947368421052655,4.679999999999995,1.5645371577575062,2010-06-01,2010-08-01
