fecha,ipc_anual,ir_real_anual,estado_ir,desocupacion,Trimestre,fecha_central_ene,fecha_final_ene,imacec_original,imacec_sa,imacec_promedio_3m,imacec_promedio_anual,imacec_sa_anual,imacec_acumulado_anual,imacec_sa_mensual,imacec_inicio_promedio,imacec_fin_promedio,mes,ir_magnitud,ir_signo,alineacion_ene,pandemia,ipc_acumulado_diciembre,distancia_meta_ipc_pp,distancia_referencia_nairu_pp
2018-01-01,2.2,2.59274133118892,R,7.010053212079131,Dic - Feb,2018-01-01,2018-02-01,96.9,98.8,98.5,3.8299367533380035,4.550264550264549,4.756756756756753,0.7135575942915473,2017-12-01,2018-02-01,2018-01,2.59274133118892,Aumento,central,False,,-0.7999999999999998,-1.2399467879208688
2018-02-01,2.0,2.78427676889748,R,7.376087580975549,Ene - Mar,2018-02-01,2018-03-01,92.9,99.0,98.36666666666667,4.608294930875578,5.207226354941552,4.5154185022026505,0.2024291497975783,2018-01-01,2018-03-01,2018-02,2.78427676889748,Aumento,central,False,,-1.0,-0.8739124190244514
2018-03-01,1.8,2.64565930217318,R,6.993793949154417,Feb - Abr,2018-03-01,2018-04-01,105.3,99.3,100.06666666666666,5.333333333333323,5.976520811099251,4.608294930875578,0.3030303030302939,2018-02-01,2018-04-01,2018-03,2.64565930217318,Aumento,central,False,,-1.2,-1.2562060508455826
2018-04-01,1.9,3.13411836752304,R,7.3814464950713905,Mar - May,2018-04-01,2018-05-01,102.0,100.0,102.93333333333334,5.464480874316924,5.374077976817704,5.1920529801324555,0.7049345417925457,2018-03-01,2018-05-01,2018-04,3.13411836752304,Aumento,central,False,,-1.1,-0.8685535049286095
2018-05-01,2.0,2.67024135896432,R,7.513714492964612,Abr - Jun,2018-05-01,2018-06-01,101.5,100.3,100.60000000000001,5.340314136125657,5.136268343815509,5.101180438448583,0.29999999999998916,2018-04-01,2018-06-01,2018-05,2.67024135896432,Aumento,central,False,,-1.0,-0.7362855070353884
2018-06-01,2.5,1.94645220539684,R,7.853458461105249,May - Jul,2018-06-01,2018-07-01,98.3,100.1,97.83333333333333,4.07801418439715,4.379562043795615,4.977136827295103,-0.1994017946161497,2018-05-01,2018-07-01,2018-06,1.94645220539684,Aumento,central,False,,-0.5,-0.3965415388947511
2018-07-01,2.7,1.34980562758562,R,7.719071107904813,Jun - Ago,2018-07-01,2018-08-01,93.7,100.1,96.73333333333333,3.274021352313161,3.409090909090917,4.715693707354052,0.0,2018-06-01,2018-08-01,2018-07,1.34980562758562,Aumento,central,False,,-0.2999999999999998,-0.5309288920951873
2018-08-01,2.6,0.928241675398822,R,7.470290516526306,Jul - Sep,2018-08-01,2018-09-01,98.2,99.5,95.43333333333334,2.3962804005722482,2.366255144032925,4.421498543817837,-0.5994005994005902,2018-07-01,2018-09-01,2018-08,0.928241675398822,Aumento,central,False,,-0.3999999999999999,-0.7797094834736944
2018-09-01,3.1,1.26222303009864,R,7.41190682990658,Ago - Oct,2018-09-01,2018-10-01,94.4,99.8,98.26666666666667,2.897033158813267,2.254098360655732,4.126385286489032,0.3015075376884502,2018-08-01,2018-10-01,2018-09,1.26222303009864,Aumento,central,False,,0.10000000000000009,-0.83809317009342
2018-10-01,2.9,1.13712806133706,R,7.311127502112706,Sep - Nov,2018-10-01,2018-11-01,102.2,100.9,100.73333333333335,3.2456440040997903,3.5934291581108724,4.164904862579277,1.102204408817653,2018-09-01,2018-11-01,2018-10,1.13712806133706,Aumento,central,False,,-0.10000000000000009,-0.938872497887294
2018-11-01,2.8,1.18761715762743,R,7.146463315388823,Oct - Dic,2018-11-01,2018-12-01,105.6,101.8,105.59999999999998,3.6649214659685736,3.771661569826712,4.093120885411716,0.8919722497522153,2018-10-01,2018-12-01,2018-11,1.18761715762743,Aumento,central,False,,-0.20000000000000018,-1.1035366846111767
2018-12-01,2.6,1.19621457253001,R,7.129572172376286,Nov - Ene,2018-12-01,2019-01-01,109.0,100.4,104.46666666666665,2.8552674762061026,2.3445463812436396,4.004160166406656,-1.3752455795677743,2018-11-01,2019-01-01,2018-12,1.19621457253001,Aumento,central,False,2.6,-0.3999999999999999,-1.1204278276237138
2019-01-01,2.2,1.55608406288246,R,7.034277907625186,Dic - Feb,2019-01-01,2019-02-01,98.8,100.9,100.33333333333333,1.8612521150592087,2.1255060728744946,1.9607843137254832,0.4980079681274896,2018-12-01,2019-02-01,2019-01,1.55608406288246,Aumento,central,False,,-0.7999999999999998,-1.215722092374814
2019-02-01,2.2,2.08403050298265,R,7.236279240290118,Ene - Mar,2019-02-01,2019-03-01,93.2,99.9,99.56666666666666,1.2199254490003364,0.9090909090909038,1.1591148577449806,-0.9910802775024763,2019-01-01,2019-03-01,2019-02,2.08403050298265,Aumento,central,False,,-0.7999999999999998,-1.0137207597098818
2019-03-01,2.5,2.2025039770414,R,7.096337741205429,Feb - Abr,2019-03-01,2019-04-01,106.7,101.0,101.23333333333333,1.1658894070619708,1.7119838872104776,1.2199254490003364,1.1011011011010874,2019-02-01,2019-04-01,2019-03,2.2025039770414,Aumento,central,False,,-0.5,-1.1536622587945713
2019-04-01,2.4,2.60458891625179,R,7.232280199957606,Mar - May,2019-04-01,2019-05-01,103.8,102.2,104.63333333333333,1.6515544041450614,2.200000000000002,1.3598589775875025,1.1881188118811892,2019-03-01,2019-05-01,2019-04,2.60458891625179,Aumento,central,False,,-0.6000000000000001,-1.0177198000423937
2019-05-01,2.8,2.32980625129959,R,7.253812630322652,Abr - Jun,2019-05-01,2019-06-01,103.4,102.4,102.13333333333334,1.5241882041086896,2.0937188434696052,1.464099478539893,0.1956947162426559,2019-04-01,2019-06-01,2019-05,2.32980625129959,Aumento,central,False,,-0.20000000000000018,-0.9961873696773482
2019-06-01,2.7,2.11252296872582,R,7.548641079664637,May - Jul,2019-06-01,2019-07-01,99.2,101.4,99.63333333333333,1.8398637137989837,1.2987012987013102,1.373764449656556,-0.9765625,2019-05-01,2019-07-01,2019-06,2.11252296872582,Aumento,central,False,,-0.2999999999999998,-0.7013589203353634
2019-07-01,2.6,2.40526665550422,R,7.571807986149258,Jun - Ago,2019-07-01,2019-08-01,96.3,101.5,98.93333333333334,2.2742935906271633,1.3986013986013957,1.563857515204159,0.09861932938854956,2019-06-01,2019-08-01,2019-07,2.40526665550422,Aumento,central,False,,-0.3999999999999999,-0.678192013850742
2019-08-01,2.6,2.55442565645716,R,7.337297339786188,Jul - Sep,2019-08-01,2019-09-01,101.3,102.6,98.2,2.899056933286759,3.1155778894472297,1.762170385395545,1.0837438423645374,2019-07-01,2019-09-01,2019-08,2.55442565645716,Aumento,central,False,,-0.3999999999999999,-0.912702660213812
2019-09-01,2.2,2.11598546827376,R,7.141079809278541,Ago - Oct,2019-09-01,2019-10-01,97.0,101.3,98.63333333333333,0.3731343283581934,1.503006012024044,1.8682065217391353,-1.2670565302144277,2019-08-01,2019-10-01,2019-09,2.11598546827376,Aumento,central,False,,-0.7999999999999998,-1.1089201907214594
2019-10-01,2.7,1.72007103536442,R,6.960308293894093,Sep - Nov,2019-10-01,2019-11-01,97.6,96.9,98.3,-2.4156187954996855,-3.964321110009905,1.2076314187132065,-4.343534057255671,2019-09-01,2019-11-01,2019-10,1.72007103536442,Aumento,central,False,,-0.2999999999999998,-1.2896917061059074
2019-11-01,2.8,1.34215141190133,R,7.063169087749739,Oct - Dic,2019-11-01,2019-12-01,100.3,96.9,102.63333333333333,-2.8093434343434254,-4.813359528487227,0.6049495875343647,0.0,2019-10-01,2019-12-01,2019-11,1.34215141190133,Aumento,central,False,,-0.20000000000000018,-1.1868309122502607
2019-12-01,3.0,1.56516852551105,R,7.443074329578887,Nov - Ene,2019-12-01,2020-01-01,110.0,99.5,103.33333333333333,-1.084875558391829,-0.8964143426294924,0.6333333333333302,2.6831785345717174,2019-11-01,2020-01-01,2019-12,1.56516852551105,Aumento,central,False,3.0,0.0,-0.806925670421113
2020-01-01,3.5,1.17232624396726,R,7.810519296830247,Dic - Feb,2020-01-01,2020-02-01,99.7,101.8,101.83333333333333,1.4950166112956742,0.8919722497522153,0.9109311740890691,2.311557788944718,2019-12-01,2020-02-01,2020-01,1.17232624396726,Aumento,central,False,,0.5,-0.4394807031697532
2020-02-01,3.9,0.541603203821306,R,8.228509097361655,Ene - Mar,2020-02-01,2020-03-01,95.8,101.5,99.16666666666667,-0.4017408771342379,1.6016016016015877,1.822916666666674,-0.29469548133594925,2020-01-01,2020-03-01,2020-02,0.541603203821306,Aumento,central,False,,0.8999999999999999,-0.021490902638344522
2020-03-01,3.7,0.889819195285035,R,9.001855584491155,Feb - Abr,2020-03-01,2020-04-01,102.0,96.1,95.33333333333333,-5.828119855120195,-4.851485148514856,-0.401740877134249,-5.320197044334984,2020-02-01,2020-04-01,2020-03,0.889819195285035,Aumento,central,True,,0.7000000000000002,0.751855584491155
2020-04-01,3.4,-0.71953704583313,R,11.206932833479922,Mar - May,2020-04-01,2020-05-01,88.2,88.4,92.36666666666667,-11.723478814909194,-13.502935420743633,-4.173913043478262,-8.012486992715907,2020-03-01,2020-05-01,2020-04,0.71953704583313,Caída,central,True,,0.3999999999999999,2.9569328334799216
2020-05-01,2.8,-0.14409192126863,R,12.21785968012778,Abr - Jun,2020-05-01,2020-06-01,86.9,86.8,86.8,-15.01305483028721,-15.23437500000001,-6.582328523423597,-1.8099547511312264,2020-04-01,2020-06-01,2020-05,0.14409192126863,Caída,central,True,,-0.20000000000000018,3.9678596801277806
2020-06-01,2.6,0.123480079250538,R,13.09121639614392,May - Jul,2020-06-01,2020-07-01,85.3,86.7,85.73333333333335,-13.95115423218466,-14.49704142011835,-7.800363576268388,-0.11520737327188613,2020-05-01,2020-07-01,2020-06,0.123480079250538,Aumento,central,True,,-0.3999999999999999,4.8412163961439205
2020-07-01,2.5,0.327161637751305,R,12.907461467072046,Jun - Ago,2020-07-01,2020-08-01,85.0,88.8,86.83333333333333,-12.230458221024264,-12.512315270935959,-8.3404619332763,2.422145328719716,2020-06-01,2020-08-01,2020-07,0.327161637751305,Aumento,central,True,,-0.5,4.6574614670720464
2020-08-01,2.4,0.384407760813876,R,12.348290683320114,Jul - Sep,2020-08-01,2020-09-01,90.2,91.4,89.13333333333333,-9.232858112695187,-10.916179337231958,-8.670736265105273,2.9279279279279313,2020-07-01,2020-09-01,2020-08,0.384407760813876,Aumento,central,True,,-0.6000000000000001,4.098290683320114
2020-09-01,3.1,0.559088822795983,R,11.577038760121193,Ago - Oct,2020-09-01,2020-10-01,92.2,94.8,92.86666666666667,-5.846569787090217,-6.4165844027640695,-8.269423141047028,3.7199124726476906,2020-08-01,2020-10-01,2020-09,0.559088822795983,Aumento,central,True,,0.10000000000000009,3.3270387601211926
2020-10-01,3.0,1.03267208913591,R,10.758022977255548,Sep - Nov,2020-10-01,2020-11-01,96.2,96.0,96.56666666666668,-1.7633095964733725,-0.9287925696594534,-7.6005214078010646,1.2658227848101333,2020-09-01,2020-11-01,2020-10,1.03267208913591,Aumento,central,True,,0.0,2.508022977255548
2020-11-01,2.7,1.82122776074536,R,10.286318749044158,Oct - Dic,2020-11-01,2020-12-01,101.3,97.3,102.73333333333333,0.09743423189347844,0.41279669762641635,-6.8148688046647194,1.3541666666666563,2020-10-01,2020-12-01,2020-11,1.82122776074536,Aumento,central,True,,-0.2999999999999998,2.036318749044158
2020-12-01,3.0,1.02554082362363,R,10.227160890761226,Nov - Ene,2020-12-01,2021-01-01,110.7,99.7,102.76666666666667,-0.5483870967741944,0.20100502512563345,-6.136137793971508,2.466598150051391,2020-11-01,2021-01-01,2020-12,1.02554082362363,Aumento,central,True,3.0,0.0,1.9771608907612261
2021-01-01,3.1,1.18910443250884,R,10.304521336183932,Dic - Feb,2021-01-01,2021-02-01,96.3,100.4,100.23333333333333,-1.5711947626841138,-1.3752455795677743,-3.4102306920762326,0.7021063189568633,2020-12-01,2021-02-01,2021-01,1.18910443250884,Aumento,central,True,,0.10000000000000009,2.0545213361839316
2021-02-01,2.8,1.29698208279345,R,10.353809664208082,Ene - Mar,2021-02-01,2021-03-01,93.7,102.7,99.60000000000001,0.43697478991597816,1.1822660098522286,-2.813299232736577,2.290836653386452,2021-01-01,2021-03-01,2021-02,1.29698208279345,Aumento,central,True,,-0.20000000000000018,2.1038096642080824
2021-03-01,2.9,1.4364247759775,R,10.244367108474648,Feb - Abr,2021-03-01,2021-04-01,108.8,101.3,101.36666666666667,6.3286713286713425,5.4110301768990565,0.43697478991597816,-1.363193768257065,2021-02-01,2021-04-01,2021-03,1.4364247759775,Aumento,central,True,,-0.10000000000000009,1.9943671084746484
2021-04-01,3.3,2.4189333483869,R,10.0373014511912,Mar - May,2021-04-01,2021-05-01,101.6,100.0,104.76666666666667,13.424756405629722,13.122171945701355,3.8112522686025274,-1.2833168805528095,2021-03-01,2021-05-01,2021-04,2.4189333483869,Aumento,central,True,,0.2999999999999998,1.7873014511911993
2021-05-01,3.6,1.86750520037282,R,9.496488217043662,Abr - Jun,2021-05-01,2021-06-01,103.9,103.3,102.73333333333333,18.356374807987706,19.009216589861744,6.707575116377473,3.299999999999992,2021-04-01,2021-06-01,2021-05,1.86750520037282,Aumento,central,True,,0.6000000000000001,1.2464882170436624
2021-06-01,3.8,2.07567636191663,R,8.933289202759962,May - Jul,2021-06-01,2021-07-01,102.7,104.8,102.13333333333333,19.129082426127496,20.876585928489042,8.800860369241814,1.4520813165537216,2021-05-01,2021-07-01,2021-06,2.07567636191663,Aumento,central,True,,0.7999999999999998,0.683289202759962
2021-07-01,4.5,1.93517989042962,R,8.547566041163567,Jun - Ago,2021-07-01,2021-08-01,99.8,106.5,102.96666666666665,18.579654510556608,19.932432432432435,9.939337377508162,1.6221374045801484,2021-06-01,2021-08-01,2021-07,1.93517989042962,Aumento,central,True,,1.5,0.29756604116356655
2021-08-01,4.8,1.55713465577365,R,8.405611155298727,Jul - Sep,2021-08-01,2021-09-01,106.4,106.9,103.63333333333334,16.26776364996263,16.95842450765863,10.926203792115686,0.3755868544601082,2021-07-01,2021-09-01,2021-08,1.55713465577365,Aumento,central,True,,1.7999999999999998,0.15561115529872716
2021-09-01,5.3,0.364769034777312,R,8.076600506985928,Ago - Oct,2021-09-01,2021-10-01,104.7,107.6,106.7,14.89590811198851,13.502109704641342,11.220162365200537,0.6548175865294548,2021-08-01,2021-10-01,2021-09,0.364769034777312,Aumento,central,True,,2.3,-0.1733994930140721
2021-10-01,6.0,-0.0637669899338,R,7.527649055274091,Sep - Nov,2021-10-01,2021-11-01,109.0,108.5,109.5,13.393165343458735,13.020833333333325,11.437873033098223,0.8364312267657992,2021-09-01,2021-11-01,2021-10,0.0637669899338,Caída,central,True,,3.0,-0.7223509447259087
2021-11-01,6.7,-0.780912173110737,R,7.189893447890489,Oct - Dic,2021-11-01,2021-12-01,114.8,109.5,114.73333333333335,11.680726800778718,12.53854059609456,11.624951114587411,0.9216589861751112,2021-10-01,2021-12-01,2021-11,0.780912173110737,Caída,central,True,,3.7,-1.0601065521095112
2021-12-01,7.2,-0.307482591660757,R,7.271464819756076,Nov - Ene,2021-12-01,2022-01-01,120.4,108.6,112.83333333333333,9.795653584171248,8.926780341023054,11.345390383767096,-0.8219178082191858,2021-11-01,2022-01-01,2021-12,0.307482591660757,Caída,central,True,7.2,4.2,-0.9785351802439237
2022-01-01,7.7,-0.139178331639467,R,7.498521921540882,Dic - Feb,2022-01-01,2022-02-01,103.3,106.8,107.36666666666667,7.116727635517139,6.374501992031867,7.268951194184847,-1.6574585635359074,2021-12-01,2022-02-01,2022-01,0.139178331639467,Caída,central,True,,4.7,-0.751478078459118
2022-02-01,7.8,-0.168651549874921,R,7.797865168870488,Ene - Mar,2022-02-01,2022-03-01,98.4,107.1,105.56666666666666,5.990629183400253,4.284323271665036,6.1578947368420955,0.2808988764045006,2022-01-01,2022-03-01,2022-02,0.168651549874921,Caída,central,True,,4.8,-0.4521348311295119
2022-03-01,9.4,-1.72113841084355,R,7.747493176582519,Feb - Abr,2022-03-01,2022-04-01,115.0,108.3,107.0,5.557382439986847,6.910167818361312,5.990629183400253,1.1204481792717047,2022-02-01,2022-04-01,2022-03,1.72113841084355,Caída,central,True,,6.4,-0.5025068234174812
2022-04-01,10.5,-2.18963436054539,R,7.803979757874979,Mar - May,2022-04-01,2022-05-01,107.6,107.2,110.76666666666667,5.727012408526888,7.200000000000006,5.969030969030986,-1.0156971375807844,2022-03-01,2022-05-01,2022-04,2.18963436054539,Caída,central,True,,7.5,-0.4460202421250212
2022-05-01,11.5,-1.67816277120519,R,7.811473750562505,Abr - Jun,2022-05-01,2022-06-01,109.7,108.5,107.63333333333333,4.769630110317968,5.03388189738625,5.889351576442592,1.2126865671641784,2022-04-01,2022-06-01,2022-05,1.67816277120519,Caída,central,True,,8.5,-0.4385262494374951
2022-06-01,12.5,-2.16626249253826,R,7.9188115449306276,May - Jul,2022-06-01,2022-07-01,105.6,107.7,104.89999999999999,2.7088772845953013,2.767175572519087,5.370675453047791,-0.7373271889400845,2022-05-01,2022-07-01,2022-06,2.16626249253826,Caída,central,True,,9.5,-0.33118845506937244
2022-07-01,13.1,-2.84613546646199,R,7.9293997650867265,Jun - Ago,2022-07-01,2022-08-01,99.4,105.0,104.03333333333335,1.0359339592101335,-1.4084507042253502,4.555744199207701,-2.506963788300842,2022-06-01,2022-08-01,2022-07,2.84613546646199,Caída,central,True,,10.1,-0.3206002349132735
2022-08-01,14.1,-2.64256005027224,R,8.040024406634434,Jul - Sep,2022-08-01,2022-09-01,107.1,107.8,103.76666666666667,0.1286587327114841,0.8419083255378768,4.045745204131812,2.6666666666666616,2022-07-01,2022-09-01,2022-08,2.64256005027224,Caída,central,True,,11.1,-0.20997559336556648
2022-09-01,13.7,-2.32662398021928,R,7.968380598820756,Ago - Oct,2022-09-01,2022-10-01,104.8,108.0,106.26666666666667,-0.40612308653545925,0.3717472118959231,3.595162871772528,0.18552875695732052,2022-08-01,2022-10-01,2022-09,2.32662398021928,Caída,central,True,,10.7,-0.28161940117924367
2022-10-01,12.8,-1.64924367060096,R,7.948823135587422,Sep - Nov,2022-10-01,2022-11-01,106.9,106.8,107.73333333333333,-1.6133942161339454,-1.5668202764976935,3.009056383289499,-1.1111111111111183,2022-09-01,2022-11-01,2022-10,1.64924367060096,Caída,central,True,,9.8,-0.30117686441257785
2022-11-01,13.3,-2.27944843614896,R,7.862748830812978,Oct - Dic,2022-11-01,2022-12-01,111.5,106.4,112.39999999999999,-2.0337013364323253,-2.8310502283104944,2.417447665761574,-0.3745318352059823,2022-10-01,2022-12-01,2022-11,2.27944843614896,Caída,central,True,,10.3,-0.38725116918702174
2022-12-01,12.8,-1.71286341076631,R,8.03724430266165,Nov - Ene,2022-12-01,2023-01-01,118.8,106.7,111.66666666666667,-1.0339734121122546,-1.7495395948434522,2.060058632438011,0.28195488721804995,2022-11-01,2023-01-01,2022-12,1.71286341076631,Caída,central,True,12.8,9.8,-0.2127556973383502
2023-01-01,12.3,-1.02359401633503,R,8.3676406179058,Dic - Feb,2023-01-01,2023-02-01,104.7,107.4,107.36666666666667,0.0,0.5617977528090012,1.3552758954501476,0.6560449859418949,2022-12-01,2023-02-01,2023-01,1.02359401633503,Caída,central,True,,9.3,0.11764061790579916
2023-02-01,11.9,-0.682536252313803,R,8.80847876093607,Ene - Mar,2023-02-01,2023-03-01,98.6,107.0,105.53333333333335,-0.031575623618551596,-0.09337068160597539,0.793257312840856,-0.3724394785847407,2023-01-01,2023-03-01,2023-02,0.682536252313803,Caída,central,True,,8.9,0.5584787609360706
2023-03-01,11.1,0.0759107417018789,R,8.659708879741151,Feb - Abr,2023-03-01,2023-04-01,113.3,106.8,106.33333333333333,-0.6230529595015577,-1.3850415512465353,-0.031575623618551596,-0.18691588785046953,2023-02-01,2023-04-01,2023-03,0.0759107417018789,Aumento,central,True,,8.1,0.4097088797411512
2023-04-01,9.9,0.830980243962864,R,8.524737702971423,Mar - May,2023-04-01,2023-05-01,107.1,107.1,109.8,-0.8727053866987688,-0.093283582089565,-0.14140938015555493,0.2808988764045006,2023-03-01,2023-05-01,2023-04,0.830980243962864,Aumento,central,True,,6.9,0.2747377029714233
2023-05-01,8.7,1.46800736426249,R,8.527584652776252,Abr - Jun,2023-05-01,2023-06-01,109.0,107.8,107.23333333333333,-0.371632084236595,-0.6451612903225823,-0.2434456928838813,0.6535947712418277,2023-04-01,2023-06-01,2023-05,1.46800736426249,Aumento,central,True,,5.699999999999999,0.2775846527762518
2023-06-01,7.6,2.48607471262867,R,8.772214046716904,May - Jul,2023-06-01,2023-07-01,105.6,107.9,105.63333333333333,0.699078487448368,0.18570102135562205,-0.2032520325203402,0.09276437847867136,2023-05-01,2023-07-01,2023-06,2.48607471262867,Aumento,central,True,,4.6,0.5222140467169041
2023-07-01,6.5,2.72155929530162,R,8.995651283077274,Jun - Ago,2023-07-01,2023-08-01,102.3,108.2,105.13333333333333,1.0573534123678119,3.0476190476190546,0.21650879566983416,0.2780352177942591,2023-06-01,2023-08-01,2023-07,2.72155929530162,Aumento,central,True,,3.5,0.7456512830772741
2023-08-01,5.3,2.58325270096382,R,8.9130085719371,Jul - Sep,2023-08-01,2023-09-01,107.5,108.5,105.2,1.3813042081593396,0.6493506493506551,0.23637867864318984,0.27726432532346745,2023-07-01,2023-09-01,2023-08,2.58325270096382,Aumento,central,True,,2.3,0.6630085719370999
2023-09-01,5.1,3.59994667153307,R,8.88646907866272,Ago - Oct,2023-09-01,2023-10-01,105.8,109.4,107.59999999999998,1.2547051442910684,1.2962962962963065,0.3154905878641312,0.8294930875575979,2023-08-01,2023-10-01,2023-09,3.59994667153307,Aumento,central,False,,2.0999999999999996,0.6364690786627207
2023-10-01,5.0,3.506546044952,R,8.732412133756014,Sep - Nov,2023-10-01,2023-11-01,109.5,109.0,109.8,1.9183168316831756,2.0599250936329527,0.5294006428436582,-0.3656307129798919,2023-09-01,2023-11-01,2023-10,3.506546044952,Aumento,central,False,,2.0,0.4824121337560143
2023-11-01,4.8,3.32431766969021,R,8.47563934747287,Oct - Dic,2023-11-01,2023-12-01,114.1,109.0,114.36666666666667,1.7497034400949074,2.443609022556381,0.7012742666552718,0.0,2023-10-01,2023-12-01,2023-11,3.32431766969021,Aumento,central,False,,1.7999999999999998,0.2256393474728693
2023-12-01,3.9,3.58465915251678,R,8.435631078517664,Nov - Ene,2023-12-01,2024-01-01,119.5,108.4,114.06666666666666,2.1492537313432702,1.5932521087160367,0.690940144398744,-0.5504587155963248,2023-11-01,2024-01-01,2023-12,3.58465915251678,Aumento,central,False,3.9,0.8999999999999999,0.18563107851766425
2024-01-01,3.8,2.78078887468969,R,8.504256718562635,Dic - Feb,2024-01-01,2024-02-01,108.6,110.2,110.8,3.197764669357328,2.607076350093096,3.72492836676217,1.6605166051660403,2023-12-01,2024-02-01,2024-01,2.78078887468969,Aumento,central,False,,0.7999999999999998,0.254256718562635
2024-02-01,4.5,2.23640973297083,R,8.677777996608596,Ene - Mar,2024-02-01,2024-03-01,104.3,110.8,109.16666666666667,3.442830069488312,3.5514018691588767,4.722085587801272,0.5444646098003547,2024-01-01,2024-03-01,2024-02,2.23640973297083,Aumento,central,False,,1.5,0.4277779966085955
2024-03-01,3.7,2.43217564224378,R,8.523783714547358,Feb - Abr,2024-03-01,2024-04-01,114.6,109.2,110.06666666666666,3.510971786833861,2.2471910112359605,3.442830069488312,-1.4440433212996373,2024-02-01,2024-04-01,2024-03,2.43217564224378,Aumento,central,False,,0.7000000000000002,0.27378371454735806
2024-04-01,4.0,2.3341839881748,R,8.312880423168561,Mar - May,2024-04-01,2024-05-01,111.3,109.8,111.76666666666665,1.7911353976927558,2.521008403361358,3.5638423412791997,0.5494505494505475,2024-03-01,2024-05-01,2024-04,2.3341839881748,Aumento,central,False,,1.0,0.06288042316856135
2024-05-01,4.1,1.96673386003829,R,8.348178035965551,Abr - Jun,2024-05-01,2024-06-01,109.4,109.3,108.53333333333335,1.2123096052222726,1.3914656771799594,2.909705275014085,-0.45537340619308253,2024-04-01,2024-06-01,2024-05,1.96673386003829,Aumento,central,False,,1.0999999999999996,0.0981780359655513
2024-06-01,4.2,2.43679591700265,R,8.684175780749143,May - Jul,2024-06-01,2024-07-01,104.9,109.4,107.06666666666668,1.3568949195329916,1.3901760889712733,2.3186589378035416,0.09149130832570851,2024-05-01,2024-07-01,2024-06,2.43679591700265,Aumento,central,False,,1.2000000000000002,0.4341757807491433
2024-07-01,4.6,3.28367351460379,R,8.9013222957233,Jun - Ago,2024-07-01,2024-08-01,106.9,111.8,107.23333333333335,1.9974635383640083,3.3271719038816983,2.6194977045638668,2.1937842778793293,2024-06-01,2024-08-01,2024-07,3.28367351460379,Aumento,central,False,,1.5999999999999996,0.6513222957233005
2024-08-01,4.7,3.63732403562826,R,8.742314911459385,Jul - Sep,2024-08-01,2024-09-01,109.9,111.8,107.7,2.3764258555132978,3.0414746543778737,2.5704515976889386,0.0,2024-07-01,2024-09-01,2024-08,3.63732403562826,Aumento,central,False,,1.7000000000000002,0.4923149114593848
2024-09-01,4.1,3.73703219075909,R,8.580079873487897,Ago - Oct,2024-09-01,2024-10-01,106.3,110.9,109.63333333333333,1.8897149938042146,1.3711151736745864,2.3377712548485308,-0.8050089445438169,2024-08-01,2024-10-01,2024-09,3.73703219075909,Aumento,central,False,,1.0999999999999996,0.3300798734878967
2024-10-01,4.7,3.02364039143637,R,8.217649356192904,Sep - Nov,2024-10-01,2024-11-01,112.7,111.5,111.93333333333334,1.9429265330904721,2.2935779816513735,2.397968779386872,0.5410279531109063,2024-09-01,2024-11-01,2024-10,3.02364039143637,Aumento,central,False,,1.7000000000000002,-0.032350643807095736
2024-11-01,4.2,3.62712265799257,R,8.079730080387021,Oct - Dic,2024-11-01,2024-12-01,116.8,112.2,119.03333333333332,4.080443019527813,2.9357798165137616,2.3949044585987345,0.627802690582957,2024-10-01,2024-12-01,2024-11,3.62712265799257,Aumento,central,False,,1.2000000000000002,-0.17026991961297888
2024-12-01,4.5,3.17659076320327,R,8.023005508200065,Nov - Ene,2024-12-01,2025-01-01,127.6,113.2,118.86666666666667,4.20806545879604,4.428044280442811,2.7987663839629917,0.891265597147961,2024-11-01,2025-01-01,2024-12,3.17659076320327,Aumento,central,False,4.5,1.5,-0.22699449179993536
2025-01-01,4.9,3.17778943882874,R,8.382215393986856,Dic - Feb,2025-01-01,2025-02-01,112.2,113.6,114.8,3.6101083032491044,3.085299455535373,3.314917127071837,0.35335689045936647,2024-12-01,2025-02-01,2025-01,3.17778943882874,Aumento,central,False,,1.9000000000000004,0.132215393986856
2025-02-01,4.7,3.5306427773691,R,8.708948587387136,Ene - Mar,2025-02-01,2025-03-01,104.6,112.7,112.36666666666667,2.9312977099236637,1.7148014440433235,1.831845937059673,-0.7922535211267512,2025-01-01,2025-03-01,2025-02,3.5306427773691,Aumento,central,False,,1.7000000000000002,0.45894858738713573
2025-03-01,4.9,3.22907453282968,R,8.841098009271827,Feb - Abr,2025-03-01,2025-04-01,120.3,113.3,113.5,3.1193216232586307,3.7545787545787412,2.9312977099236637,0.5323868677905796,2025-02-01,2025-04-01,2025-03,3.22907453282968,Aumento,central,False,,1.9000000000000004,0.5910980092718265
2025-04-01,4.5,3.47997082194873,R,8.943013686865314,Mar - May,2025-04-01,2025-05-01,115.6,114.7,116.53333333333335,4.264837458991977,4.462659380692169,3.1677301731996454,1.2356575463371655,2025-03-01,2025-05-01,2025-04,3.47997082194873,Aumento,central,False,,1.5,0.6930136868653136
2025-05-01,4.4,3.45509289110657,R,8.89266058484404,Abr - Jun,2025-05-01,2025-06-01,113.7,114.4,112.56666666666666,3.716216216216206,4.666056724611178,3.319956220357523,-0.26155187445510153,2025-04-01,2025-06-01,2025-05,3.45509289110657,Aumento,central,False,,1.4000000000000004,0.6426605848440392
