fecha,ipc_indice_original,ipc_mensual_original,ipc_anual_original,ipc_indice_sa,ipc_tendencia,ipc_factor_estacional,ipc_irregular,ipc_mensual_sa,ipc_anual_sa,ipc_anual_original_calculada
2024-12-01,105.62,-0.2,4.5,105.895113357532,106.067546950501,0.997402020274505,0.998374303941902,0.1625758404901978,4.547492567168354,4.532858273950913
2025-01-01,106.74,1.1,4.9,106.76096465213,106.691299588396,0.999803629985941,1.00065295918226,0.8176499057842568,4.942479570049252,4.935116004718831
2025-02-01,107.16,0.4,4.7,107.332017069619,107.255920247699,0.99839733684025,1.00070948831304,0.5348887763891197,4.736088892452495,4.730258014073496
2025-03-01,107.7,0.5,4.9,107.560858510036,107.529680046407,1.00129360709734,1.00028995216591,0.21320892559819615,4.869755986540758,4.868549172346648
2025-04-01,107.91,0.2,4.5,107.632833334969,107.69681139945,1.00257511259755,0.999405942816235,0.0669154429687735,4.507000514140214,4.523440526927547
2025-05-01,108.12,0.2,4.4,107.943877510272,107.85089940445,1.00163161166516,1.00086209856696,0.28898633034677434,4.430924605866737,4.443585780525505
2025-06-01,107.68,-0.4,4.1,107.880697557137,108.097631240975,0.998139634228532,0.997993168940452,-0.05853037207135259,4.116599560503387,4.119125894411146
2025-07-01,108.62,0.9,4.3,108.68946811147,108.514283821584,0.999360857011478,1.00161438921879,0.7496897708736627,4.24949413719331,4.2518475861407
2025-08-01,108.66,0.0,4.0,108.789956203587,108.858276839944,0.998805439324347,0.999372389143566,0.09245430478501682,4.024522529778629,4.030636668262311
2025-09-01,109.14,0.4,4.4,109.148440426402,109.021555726428,0.99992267020611,1.00116384965458,0.3295195947539131,4.396123512695671,4.400229577195325
2025-10-01,109.19,0.0,3.4,108.994968005678,109.122184428817,1.00178936695786,0.998834183683129,-0.14060889933419363,3.4421212445755023,3.438802576733613
2025-11-01,109.47,0.3,3.4,109.363076364996,109.312931008526,1.00097769410443,1.00045873215554,0.33772968243710455,3.4428037635138242,3.43947840876877
2025-12-01,109.26,-0.2,3.5,109.553270680937,109.5452511208,0.997323031260368,1.00007320773886,0.17391090509033535,3.4545100405662943,3.4463169854194176
2026-01-01,109.71,0.4,2.8,109.741571326097,109.719957172481,0.99971231206447,1.00019699382111,0.17188044135021396,2.791850639116089,2.7824620573355885
2026-02-01,109.7,0.0,2.4,109.890221999346,110.019654539012,0.99826898157193,0.998823550753648,0.13545520758699858,2.3834499710069457,2.3702874206793734
2026-03-01,110.75,1.0,2.8,110.613778370821,110.740511120702,1.00123150688084,0.998855588179988,0.6584356263101387,2.838318606856549,2.831940575673153
2026-04-01,112.18,1.3,4.0,111.880592937375,111.640459894864,1.00267613045985,1.0021509499579,1.1452592843426368,3.946527719089543,3.957001204707633
2026-05-01,112.37,0.2,3.9,112.177495964832,112.203827859543,1.00171606643126,0.999765320887764,0.26537491414904135,3.9220551940587267,3.9308176100628867
2026-06-01,112.35,0.0,4.3,112.554336143198,112.454271675138,0.9981845555649,1.00088982362848,0.3359320647379649,4.332228741462951,4.3369242199108315
2026-07-01,112.45,0.1,3.5,112.524107488522,112.718311897216,0.9993414078976,0.998277081998251,-0.026856943687658674,3.528068950635821,3.526054133677037
2026-08-01,113.15,0.6,4.1,113.282703522021,113.204160251898,0.998828563250215,1.00069381964362,0.6741631197353604,4.129744578650607,4.132155346953814
